"","(Intercept)","boatlaunch","depth_max_m","dist_waterfowl","latitude","longitude","nearest_W","nonFP_species_richness","PH_avg","shoreline_development","surfacearea_ha","TOTP_avg","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"4497",-1.68089929766658,NA,NA,NA,NA,-0.573567182354643,NA,NA,1.36054550787241,-1.6108155642689,NA,NA,NA,-0.0751293764557216,5,-66.390345232219,143.133631640909,15.2773594812783,4.30571087545496e-06
"1886",-3.27051291950647,0.777215144443272,NA,0.145355519018878,-0.677765058048194,0.0657645311624222,NA,-0.447733206482347,NA,-0.879684832829504,-0.208843573032144,4.35369578848353,NA,NA,9,-62.026007933464,143.136353216326,15.2800810566953,4.29985570174699e-06
"2785",-1.03058935883522,NA,NA,NA,NA,NA,0.509668327241729,-1.48279505487086,1.5235077159494,NA,-0.364284977814783,NA,-1.59853920470061,NA,6,-65.3196893248261,143.136420069771,15.2801479101402,4.29971197406599e-06
"5978",-3.16766071057521,0.768855321051015,NA,NA,-0.672348609766878,0.0539674508626579,NA,-0.435281338815613,NA,-0.887376794067196,-0.181945914119689,4.36258075496721,NA,-0.0884374832366944,9,-62.0269556419098,143.138248633217,15.2819764735867,4.29578262253364e-06
"906",-1.83033531559159,0.821694806281684,NA,NA,-0.836494143904271,NA,NA,NA,2.1245056177465,-1.23222638417654,-1.19223708413899,NA,NA,NA,6,-65.3260881195031,143.149217659125,15.2929454994941,4.27228683745878e-06
"722",-1.36059903080483,0.937794621676186,NA,NA,NA,-0.406057783596666,NA,-1.39166959258155,1.58297206272118,NA,-1.28610537474129,NA,NA,NA,6,-65.3261731687295,143.149387757577,15.2931155979469,4.27192349821931e-06
"7582",-3.33344716872067,0.715253857101413,NA,-0.00200618970735249,-1.11166366552802,0.0521045293351333,NA,NA,1.55787424545743,-1.02080014512643,NA,4.35471398626304,-1.59096074478173,0.0484804327010533,10,-60.9081288573268,143.149591047987,15.2933188883566,4.27148929974789e-06
"5470",-3.21337965797014,0.736943908108045,NA,0.10582503666203,-0.709417376951445,0.0666044265540722,NA,-0.510074573631659,NA,-0.9629207511511,NA,4.3785079218908,NA,-0.0881446766256342,9,-62.032816499932,143.149970349262,15.2936981896312,4.27067928589205e-06
"5590",-3.86513863060062,0.718112611911533,NA,-0.0549081825712917,NA,0.025511354207496,NA,-0.717128079403946,1.16078177959084,-0.907558488301225,NA,4.19253717560465,NA,-0.0804363461646092,9,-62.0344193497706,143.153176048939,15.2969038893084,4.26383951131819e-06
"8085",-3.37617914405811,NA,NA,-0.122870400005712,NA,-0.186538522804855,NA,NA,1.06226554788854,-0.751714411454479,0.00368704017445802,4.15722917583416,-1.40273223668822,0.0825242227940286,9,-62.0369683045353,143.158273958468,15.3020017988378,4.25298501696426e-06
"2551",-0.216856347316014,NA,-3.14398778449247,-0.207037222837675,NA,-0.723364162445737,0.851976765139592,0.0708206810178667,1.50919068827464,-0.509934480393565,NA,NA,-1.5068896789989,NA,9,-62.0370766850928,143.158490719583,15.3022185599528,4.25252410105485e-06
"6233",0.516006606161881,NA,NA,NA,-0.579808890805027,-0.666869951809836,NA,-1.45631511202387,NA,NA,NA,NA,-1.9673627946206,0.208960467598994,6,-65.3332978571845,143.163637134487,15.3073649748569,4.2415955411041e-06
"5438",-3.62610023557514,0.665645193479793,NA,0.0805744437538347,-0.809681689011324,-0.00056418514052103,0.434980860603353,NA,NA,-1.16517737849468,NA,4.59424966696614,NA,-0.142619528600814,9,-62.0407183281075,143.165774005613,15.3095018459822,4.23706608972992e-06
"6481",0.340829222066959,NA,NA,NA,NA,-0.742541697793203,NA,-1.35110928957657,NA,-0.741578338292126,NA,NA,-1.67766095615967,0.233274445768134,6,-65.336870285128,143.170781990374,15.314509830744,4.22646978059905e-06
"6271",0.966924210782641,NA,-3.26441944459454,0.0127087259338235,-0.941727474131064,-0.772279318992919,0.768947310238318,0.00597510395560386,NA,NA,NA,NA,-1.91694014467427,0.258348408030036,9,-62.0433641181284,143.171065585654,15.3147934260239,4.22587051964678e-06
"5814",-4.73918246711553,0.875736115747684,NA,0.0965349270760364,NA,-0.0266640960213221,0.501502353000396,NA,1.46132101901574,NA,-1.16009227434974,4.33067827566079,NA,-0.0997480599460678,9,-62.0452651298714,143.17486760914,15.31859544951,4.21784472114988e-06
"6402",-0.76112537921387,0.194052536054087,NA,NA,NA,NA,NA,NA,NA,-1.51569811882232,NA,NA,-1.29828783173656,0.173182903171987,5,-66.4137471052462,143.180435386963,15.3241632273327,4.20611903907201e-06
"562",-1.11256946963745,0.710733777708853,NA,NA,NA,-0.829070510815954,0.305366468836216,NA,NA,NA,-1.70498006404003,NA,NA,NA,5,-66.4141584911439,143.181258158758,15.3249859991281,4.20438905688486e-06
"7156",0.100442567049716,1.08279888322487,-4.60235752963442,NA,NA,-0.748428412371971,1.13491101066354,-0.959574468282735,1.70052911097085,-1.13956581711725,1.33983589964853,NA,-1.4838482965937,0.258238291556612,11,-59.7865753462417,143.182906790044,15.326634630414,4.20092474125701e-06
"5846",-4.19331005463199,0.895277572843862,NA,0.104445677084791,NA,0.0524653443620775,NA,-0.559203679306778,1.32563665022919,NA,-0.857683723241372,4.16764746543707,NA,-0.0636129577753619,9,-62.0494630727164,143.18326349483,15.3269913352,4.20017556308759e-06
"5079",-0.0415836228365387,NA,-4.31713815663878,-0.39904798285265,NA,-0.630888552213998,NA,-0.323936111190455,1.13175673534126,-1.66332625459915,2.13926792565837,NA,NA,0.19626048389714,9,-62.0507743025832,143.185885954564,15.3296137949335,4.19467177659671e-06
"3064",0.372886257692366,1.07651768814005,-4.62499999251599,-0.387330557686736,NA,-0.780946020583497,1.15218812468389,-0.914025035600618,1.73968817226167,-1.13877428662513,1.39540321276083,NA,-1.49186541373088,NA,11,-59.791320431757,143.192396961075,15.3361248014446,4.18103821306845e-06
"2409",0.258189866614884,NA,NA,NA,-0.781755630591195,NA,0.475182103393081,-1.29806806491068,NA,-0.871581036268972,NA,NA,-1.61700631494016,NA,6,-65.3509469792732,143.198935378665,15.3426632190344,4.16739184473807e-06
"7801",-2.63847214839133,NA,NA,NA,-0.661703650067734,-0.169938007451548,0.37365072467654,-0.538191598390506,NA,NA,0.168262647727854,4.21190765183751,-1.67599081064526,0.0622372355911351,9,-62.0577736024078,143.199884554213,15.3436123945828,4.16541452076235e-06
"3709",-2.67040743891964,NA,NA,0.076421790116841,-0.669110171231849,-0.164271839792332,0.387039452171584,-0.539062597530969,NA,NA,0.169299966900172,4.21752360419716,-1.66132114938501,NA,9,-62.0585862465838,143.201509842565,15.3452376829347,4.16203089593928e-06
"482",-1.55611410272752,0.70089059259185,NA,NA,NA,NA,0.70983017463192,-1.90049953949791,1.67589718117442,-1.29343555779752,NA,NA,NA,NA,6,-65.3524481347335,143.201937689585,15.3456655299548,4.16114063490832e-06
"2649",0.549271333525692,NA,NA,NA,-0.569064755933656,-0.677617138344256,NA,-1.33827060311141,NA,NA,-0.126585001961243,NA,-1.90459362059937,NA,6,-65.3550966305347,143.207234681188,15.3509625215574,4.15013445275537e-06
"4856",-0.78438128568543,1.22139929037754,-4.51166626491731,0.0722289676569821,NA,-0.660167152121902,1.14332014020784,-1.05024065183838,1.66778494495122,NA,0.625555265701048,NA,NA,0.00254728094603705,10,-60.9375649997353,143.208463332804,15.3521911731735,4.14758570101645e-06
"4166",-0.694651655260583,0.569642754492057,NA,0.16891430668009,NA,NA,NA,-2.30444935072582,NA,NA,NA,NA,NA,0.0584721982211063,5,-66.4282675304024,143.209476237275,15.3532040776451,4.14548567879038e-06
"2310",-0.63425330148635,0.196082123141859,NA,-0.139926875379699,NA,NA,NA,NA,NA,-1.50899750987492,NA,NA,-1.25774633407945,NA,5,-66.4286355614312,143.210212299333,15.3539401397025,4.14396029214346e-06
"4121",-1.20088561066401,NA,NA,NA,-0.61400834124324,-0.703665523732998,NA,NA,NA,NA,NA,NA,NA,-0.163795867054063,4,-67.4882183155143,143.210354759683,15.3540826000531,4.14366512763787e-06
"5918",-3.45032445492489,0.744999572714697,NA,0.120401780487525,-0.717820968468615,0.0235740180366384,NA,NA,NA,-0.943426960139447,-0.327096021708061,4.49180238673319,NA,-0.0925626827049755,9,-62.0632689794325,143.210875308263,15.3546031486322,4.14258677848009e-06
"6369",-0.96967404808072,NA,NA,NA,NA,NA,0.492180342501572,-1.78270517377404,1.44760056862528,NA,NA,NA,-1.6979670948687,0.174885871661427,6,-65.357907385518,143.212856191154,15.356584031524,4.13848582005626e-06
"2338",-0.759600696841211,0.198829370621105,NA,NA,NA,NA,0.119570047276727,NA,NA,-1.52834418461195,NA,NA,-1.25660951269335,NA,5,-66.430074248984,143.213089674439,15.3568175148081,4.13800271462573e-06
"4305",-1.28441564035796,NA,NA,NA,NA,-0.418462982701404,NA,-1.54782302738012,1.11123624975296,NA,NA,NA,NA,-0.0583536337539741,5,-66.4304393566714,143.213819889813,15.357547730183,4.1364921737959e-06
"7293",-2.71471333921289,NA,NA,0.102175571717528,-0.641937146373571,-0.165175506204819,0.39058360673176,-0.438344230813987,NA,NA,NA,4.19086122112235,-1.65551563433081,0.0779661819308293,9,-62.0660421808998,143.216421711197,15.3601495515667,4.13111446561758e-06
"7886",-3.18183731726317,0.899931848311993,NA,0.102235828797506,-0.861231561235334,NA,NA,-0.580048270061255,1.52823845182283,NA,-0.534622083239527,4.10716444239431,-1.67947000477339,0.0953575827633243,10,-60.9423901437371,143.218113620808,15.3618414611772,4.12762120726205e-06
"534",-1.09580002806616,0.709512763579537,NA,0.173897069451411,NA,-0.801986546683382,NA,NA,NA,NA,-1.68261876271681,NA,NA,NA,5,-66.4326636491957,143.218268474862,15.3619963152316,4.12730163019476e-06
"213",-1.29544094731583,NA,NA,-0.00815815818963096,NA,-0.415417511825806,NA,-1.55603706364839,1.10205472452012,NA,NA,NA,NA,NA,5,-66.4327765569814,143.218494290433,15.3622221308029,4.12683565201371e-06
"2141",0.542096502828908,NA,NA,0.0585222145139749,-0.595394656418853,-0.672477990840505,NA,-1.42937749197452,NA,NA,NA,NA,-1.92581947471341,NA,6,-65.361044109866,143.21912963985,15.36285748022,4.12552486891305e-06
"7898",-3.17535796202144,0.898177010286131,NA,NA,-0.871253291364011,0.0593345632435648,NA,-0.588034632821643,1.55678741450776,NA,-0.525967662461081,4.13239119555763,-1.67007693955684,0.0894095227507512,10,-60.9435074752915,143.220348283916,15.3640761242859,4.12301186140619e-06
"7854",-3.81717318798172,0.892098347462863,NA,0.119972596054136,-0.939398360872987,NA,0.502488075405002,NA,1.68645597978444,NA,-0.848671057728137,4.31294172695987,-1.60536494979324,0.0493786670299573,10,-60.9437522830872,143.220837899508,15.3645657398772,4.12200263949851e-06
"7406",-3.25190196299512,0.80812050448528,NA,0.0686606572470427,-0.912081226149882,NA,0.574103179770855,-1.02972192276645,1.45835734258216,NA,NA,4.16477512157555,-1.73424825663847,0.0429479414035846,10,-60.9451296784114,143.223592690156,15.3673205305258,4.11632892071019e-06
"3774",-3.81460364025107,0.891965270062019,NA,0.115114037997502,-0.944269895309927,0.01327943404705,0.507816508682101,NA,1.69403400576359,NA,-0.845378302635505,4.31875517864678,-1.59256918045015,NA,10,-60.9451400255371,143.223613384408,15.3673412247772,4.11628632875774e-06
"3326",-3.27955133895069,0.809099887361295,NA,0.0683296808337656,-0.923444557989262,0.0451485164796647,0.5786088631845,-1.03191122782779,1.47924877249883,NA,NA,4.18271040219293,-1.71495039279624,NA,10,-60.945208436386,143.223750206105,15.367478046475,4.11600473974761e-06
"7418",-3.24884700773383,0.808283616970734,NA,NA,-0.918613063792335,0.040428352451184,0.570067924044552,-1.03041016070277,1.4809283634179,NA,NA,4.18066719667886,-1.7264837485742,0.0385132436439934,10,-60.9455997112197,143.224532755773,15.3682605961423,4.11439456570849e-06
"7789",-2.78715076156802,NA,NA,0.10907412122731,-0.69849429640147,NA,0.369447158772852,-0.567284255699017,NA,NA,0.164021251932679,4.27193700715166,-1.64228896691147,0.0693919972555118,9,-62.070229353005,143.224796055408,15.3685238957772,4.11385294206829e-06
"3806",-3.20811699726594,0.899999626268627,NA,0.0976497320604288,-0.877844719689044,0.0653715087733586,NA,-0.580450128512147,1.55723302442313,NA,-0.530238411870065,4.13372425453404,-1.64630346803388,NA,10,-60.945742944516,143.224819222365,15.3685470627349,4.11380528961573e-06
"6849",-0.85817081261113,NA,NA,NA,NA,NA,NA,-1.40824413694924,1.43474710988182,NA,-0.356837536775943,NA,-1.65181962554901,0.185888990893769,6,-65.365406601544,143.227854623206,15.371582463576,4.10756650110114e-06
"7866",-3.75794521453793,0.888107485988389,NA,NA,-0.937814569535912,0.00494559361197803,0.497372487584351,NA,1.69446534797861,NA,-0.836319135294675,4.31903233776775,-1.60835426869257,0.0418559640221006,10,-60.947777543523,143.228888420379,15.3726162607489,4.10544385442675e-06
"4626",-0.975236118790036,0.702884486617009,NA,NA,NA,-0.814567512507087,NA,NA,NA,NA,-1.65432436205664,NA,NA,-0.0661530087624144,5,-66.4380995249788,143.229140226428,15.3728680667978,4.10492699916625e-06
"4463",-0.245130998485503,NA,-3.15002010717739,0.240943604470532,-0.853019416277645,NA,0.755306295325442,0.0586004716997229,NA,-0.764755403723107,NA,NA,NA,0.158882825052545,8,-63.1874747204887,143.237224890079,15.3809527304489,4.088367015141e-06
"2389",0.436262378295073,NA,NA,-0.066516439045776,NA,-0.76029237829353,NA,-1.31218185029599,NA,-0.74222855738288,NA,NA,-1.63318809684405,NA,6,-65.3715499444161,143.24014130895,15.3838691493201,4.08240966437146e-06
"6391",-0.261161786976696,NA,-3.20691469503906,-0.141532335474525,NA,-0.73091183777525,0.815098730647614,-0.144466679854474,1.43237766780925,NA,NA,NA,-1.62704320944178,0.223412969056592,9,-62.0780706596768,143.240478668751,15.3842065091209,4.0817211019909e-06
"2450",-1.1644378323841,0.343689927439505,NA,NA,NA,-0.720328480306976,NA,NA,1.55005202920365,-1.46841483128829,NA,NA,-1.44019192039495,NA,6,-65.3717525839178,143.240546587954,15.3842744283236,4.08158249072299e-06
"2202",-0.973949184199344,0.356620277350338,NA,NA,-1.23241411567138,-0.640262678437737,NA,NA,1.78999569140783,NA,NA,NA,-2.13224675528137,NA,6,-65.3724150819822,143.241871584083,15.3855994244523,4.07887934573651e-06
"6473",0.344770292889619,NA,NA,NA,-0.752961057799182,NA,NA,-1.25443686176303,NA,-0.845976942023925,NA,NA,-1.67593248594562,0.244511538070341,6,-65.3726699015437,143.242381223206,15.3861090635753,4.07784009990585e-06
"2897",0.400637834522576,NA,NA,NA,NA,-0.755407610869976,NA,-1.32279313990733,NA,-0.740548830725621,0.00373752629823053,NA,-1.63203774493782,NA,6,-65.3727313575268,143.242504135172,15.3862319755416,4.07758949993381e-06
"57",-1.29911945377359,NA,NA,NA,-0.604588903112905,-0.702392019323809,0.0561628892912137,NA,NA,NA,NA,NA,NA,NA,4,-67.5066143234588,143.247146775573,15.3908746159423,4.06813508666474e-06
"29",-1.26735357034752,NA,NA,-0.0193658406552325,-0.598367027536646,-0.700239602144862,NA,NA,NA,NA,NA,NA,NA,NA,4,-67.5074306743538,143.248779477363,15.3925073177322,4.06481541613827e-06
"466",-1.07314555382482,0.67594284699072,NA,NA,NA,-0.433180139595499,NA,-1.63782928418274,1.40457572877142,-1.25433201634158,NA,NA,NA,NA,6,-65.3775731556734,143.252187731465,15.3959155718347,4.05789435308957e-06
"7921",-3.42613914515336,NA,NA,NA,NA,-0.175924699475268,0.425276382609789,-0.571253538981557,1.05672624588419,NA,-0.0636888638225871,4.04311998394217,-1.52053872712818,0.078878152068693,9,-62.084013081834,143.252363513066,15.3960913534352,4.05753771718025e-06
"2277",-0.950256074165429,NA,NA,0.00280150037906629,NA,NA,0.501799047911407,-1.76421142103629,1.47879920243675,NA,NA,NA,-1.66042827559193,NA,6,-65.3781460215149,143.253333463148,15.3970613035177,4.05557038974947e-06
"7413",-3.39725824075509,NA,NA,-0.0264715306414714,NA,-0.17908784865091,0.419477451519388,-0.614571103738794,1.0447481461423,NA,NA,4.04998511880918,-1.52927207294035,0.0743323909079594,9,-62.0854054893835,143.255148328165,15.3988761685342,4.05189190258013e-06
"4321",-1.69983884068309,NA,NA,NA,NA,NA,0.545810369479108,-1.77368796042136,1.33914370926337,NA,NA,NA,NA,-0.0512543554194921,5,-66.4513017998464,143.255544776163,15.3992726165331,4.0510887999616e-06
"4223",-0.210736313442343,NA,-3.28098329817543,0.234492450331207,-0.678281399971298,-0.556997665562748,0.81773591511674,-0.110983038412066,NA,NA,NA,NA,NA,0.0963468945069445,8,-63.1968187837443,143.25591301659,15.39964085696,4.05034298128926e-06
"2282",-0.616616247633379,0.729410775092468,NA,NA,-1.02050764479641,NA,0.691605432132795,-2.12488118490042,1.95056724113387,NA,NA,NA,-1.91467625103949,NA,7,-64.2953141545693,143.257294975805,15.4010228161749,4.04754524358727e-06
"229",-1.71593551494997,NA,NA,0.0135808318960482,NA,NA,0.542294446581546,-1.7821251006045,1.32787802223011,NA,NA,NA,NA,NA,5,-66.4530925822637,143.259126340998,15.4028541813675,4.04384067321402e-06
"3829",-3.39386057056158,NA,NA,-0.034410520662405,NA,-0.177029145090385,0.430140057164921,-0.566754118786318,1.06096495635459,NA,-0.0565668375054167,4.04772423814376,-1.50488458681329,NA,9,-62.0876079260727,143.259553201543,15.4032810419126,4.04297768729391e-06
"2266",-0.0937278974784442,0.704998986302657,NA,NA,-0.91071895438997,-0.461214535695998,NA,-1.88172267306458,1.67060070947443,NA,NA,NA,-2.03280520546677,NA,7,-64.2999034681005,143.266473602868,15.4102014432373,4.02901234859356e-06
"7773",-2.57151461248025,NA,NA,0.0584775683272168,-0.662809129712437,-0.152038361557316,NA,-0.46133189544628,NA,NA,0.1788257585848,4.22013400215711,-1.68899526426061,0.0833045418557687,9,-62.0941330946925,143.272603538783,15.4163313791523,4.01668245985403e-06
"2757",-0.845794749900166,NA,NA,0.0289880802705066,NA,NA,NA,-1.38644132313606,1.46520081655909,NA,-0.35928447439826,NA,-1.61351651226034,NA,6,-65.3878901115397,143.272821643198,15.4165494835674,4.01624445564786e-06
"5631",-4.11698206138357,NA,-3.05626927151689,0.130902039006015,-1.15212066381954,0.058109704145358,1.21411308994884,1.45920391733304,2.1133012360741,-0.95858242329136,NA,3.9056466226174,NA,-0.0137507832738556,11,-59.8315605440591,143.272877185679,15.4166050260487,4.01613292110513e-06
"6242",-0.012588324686147,0.546848908050284,NA,NA,NA,NA,0.474714625018353,-2.40881514296136,NA,NA,NA,NA,-1.6295457947673,0.274963410175154,6,-65.390086137236,143.27721369459,15.4209415349599,4.00743435676301e-06
"4449",-0.783438025220524,NA,NA,NA,NA,NA,0.450511812387427,-1.43687465723746,NA,-1.08580692234074,NA,NA,NA,0.0826879490373668,5,-66.4631892322866,143.279319641044,15.4230474814134,4.00321685652455e-06
"4447",0.122724163924131,NA,-3.10959725060409,0.109392162370066,-0.692325375252304,-0.507428665657036,NA,0.335475811327059,NA,-0.751397364620192,NA,NA,NA,0.148225760769663,8,-63.2095739069847,143.281423263071,15.4251511034409,3.99900844256053e-06
"865",-0.769962268250259,NA,NA,NA,NA,NA,0.451549524031941,-1.37466663410855,NA,-1.02709219017077,-0.100170717781961,NA,NA,NA,5,-66.4643337741232,143.281608724717,15.4253365650865,3.99863762841037e-06
"7909",-3.55641215063268,NA,NA,-0.00583525422556959,NA,NA,0.414741889361491,-0.592443274499794,1.11459420732997,NA,-0.0714025788623656,4.09837604578719,-1.48681510506975,0.0777543524993228,9,-62.1009392716778,143.286215892753,15.4299437331229,3.98943703191718e-06
"357",-0.765219484379438,NA,NA,0.0125219372468792,NA,NA,0.453777087404851,-1.429700538069,NA,-1.07760596617231,NA,NA,NA,NA,5,-66.4679697794935,143.288880735458,15.4326085758273,3.98412496057717e-06
"2961",-1.00872624884366,NA,NA,NA,NA,-0.664718637570645,NA,NA,1.45551272903627,-0.884330269436452,-0.596398840769749,NA,-1.49304791264984,NA,6,-65.3964854379862,143.290012296091,15.4337401364603,3.98187145864966e-06
"2889",0.453624864872858,NA,NA,NA,-0.817336927191453,NA,NA,-1.31142726824986,NA,-0.952950684803088,0.206468619371778,NA,-1.64463417596165,NA,6,-65.3969530741919,143.290947568502,15.4346754088717,3.98000982670628e-06
"3063",0.62304342206333,NA,-4.35784747008776,-0.586454572861725,NA,-0.791152116778617,0.913713206673637,-0.643839132977523,1.29155447462233,-1.38515795203542,2.15478805882886,NA,-1.57956683290699,NA,10,-60.9809967891791,143.295326911692,15.4390547520612,3.97130444668182e-06
"710",-1.69452526098349,0.950038815263241,NA,0.265282533229219,NA,NA,NA,-1.50262744186544,1.73138144267449,NA,-1.31611353856145,NA,NA,NA,6,-65.400914740465,143.298870901048,15.442598741418,3.9642735475337e-06
"6405",-0.662741972834207,NA,NA,-0.126150072452043,NA,NA,NA,NA,NA,-1.41869096341859,NA,NA,-1.33351814414358,0.17512806685968,5,-66.4746946521863,143.302330480843,15.4460583212128,3.95742211467866e-06
"6433",-0.776238041047763,NA,NA,NA,NA,NA,0.10448039638802,NA,NA,-1.43413355223029,NA,NA,-1.33459390416174,0.182083073771309,5,-66.4760285816647,143.3049983398,15.4487261801697,3.95214671195112e-06
"2381",0.336748440909459,NA,NA,0.141503211998931,-0.779088277426103,NA,NA,-1.22617395015387,NA,-0.841788194960226,NA,NA,-1.6296253030156,NA,6,-65.4066032353972,143.310247890913,15.4539757312823,3.94178681601527e-06
"2182",-1.96007429751475,0.163674936097435,NA,-0.214983322111482,NA,NA,NA,NA,1.84277939298867,NA,NA,NA,-1.6562488226795,NA,5,-66.4799039869294,143.312749150329,15.456476990699,3.93686018165895e-06
"4983",0.400102921146041,NA,-4.40412448696046,-0.285049608067813,NA,-0.829903702944967,0.871167907462339,-0.692734602272026,NA,-1.70057129955992,2.33121338112204,NA,NA,0.219879395753513,9,-62.1151086521914,143.31455465378,15.4582824941499,3.93330777804755e-06
"6495",1.24902615497286,NA,-3.14826085617198,-0.0761148062647967,-0.956674903352693,-0.725381935803796,NA,0.343449626035173,NA,-0.517719838147521,NA,NA,-1.87524866943963,0.286044494171645,9,-62.1181870628836,143.320711475165,15.4644393155344,3.92121805943473e-06
"7155",0.239352280437058,NA,-4.32302373109942,NA,NA,-0.761276060010126,0.920424050808524,-0.724119539672191,1.21255917970811,-1.37466111470087,2.08228794500632,NA,-1.57689473920681,0.339147271808382,10,-60.9942204753677,143.321774284069,15.4655021244383,3.91913486026062e-06
"5558",-4.40817778864551,0.595754903171706,NA,-0.135121209520484,NA,-0.076891931901208,0.393696764668007,NA,1.21012375804075,-1.15868858059279,NA,4.45103221041054,NA,-0.128738903539453,9,-62.1193586461009,143.323054641599,15.4667824819691,3.91662671626023e-06
"7741",-2.95614788924658,NA,NA,0.0661974860549941,-0.707459470417757,-0.197910841802703,0.284578136171278,NA,NA,NA,-0.0350400197049234,4.38306265506514,-1.64451500364075,0.057453022440148,9,-62.1204614139452,143.325260177288,15.4689880176575,3.91230996688347e-06
"5742",-3.5798612264985,0.862589006165278,NA,0.212947640669565,-0.566401901636166,NA,0.580821502471846,-0.737587462134337,NA,NA,-0.566952351644721,4.35156925435725,NA,-0.112905923741111,9,-62.1213577700437,143.327052889485,15.4707807298546,3.90880471519684e-06
"6274",-2.0959621366344,0.163581767206439,NA,NA,NA,NA,NA,NA,1.82538270865235,NA,NA,NA,-1.67403895420375,0.0801719466691338,5,-66.4890486020356,143.331038380542,15.4747662209114,3.90102321792619e-06
"2729",-1.42301358886053,NA,NA,NA,-0.94191546010726,NA,0.334945396524785,NA,1.97005428816498,NA,-0.779168932080626,NA,-1.74336535601289,NA,6,-65.4175732869534,143.332187994025,15.4759158343948,3.89878152781203e-06
"665",-1.90776962087397,NA,NA,NA,-0.458017514832071,-0.369941131794653,NA,NA,1.56350225139066,NA,-1.00083317026732,NA,NA,NA,5,-66.4906628034125,143.334266783296,15.4779946236652,3.89473126048591e-06
"2341",-0.640570550980204,NA,NA,-0.155009877285306,NA,NA,0.110901965742163,NA,NA,-1.42615443882994,NA,NA,-1.29296589715743,NA,5,-66.4918641588322,143.336669494135,15.4803973345046,3.89005511339766e-06
"4802",-1.55979099284996,0.935774688155881,NA,NA,NA,NA,NA,-1.49129254214254,1.73564820827883,NA,-1.28473279264183,NA,NA,-0.0115784385242548,6,-65.4204994064379,143.338040232994,15.4817680733638,3.887389901975e-06
"2210",-2.08198139362957,0.165027613010352,NA,NA,NA,NA,0.00753610119579095,NA,1.83628303951131,NA,NA,NA,-1.65453815496294,NA,5,-66.4933903629985,143.339721902468,15.4834497428371,3.8841226233236e-06
"6341",-0.791679587137937,NA,NA,0.0208524118967465,NA,NA,NA,-1.68556362618152,1.39077951935347,NA,NA,NA,-1.71329520839483,0.186266309120612,6,-65.4216466796438,143.340334779406,15.4840626197755,3.88293256108254e-06
"1662",-3.62751020890309,0.864158464215958,NA,0.233136225047165,-0.565356344814861,0.0220116259606054,0.565747116466811,-0.749032857702771,NA,NA,-0.581902400718773,4.34814127771303,NA,NA,9,-62.1293385691429,143.343014487683,15.486742328053,3.87773348160201e-06
"7893",-3.26670211899473,NA,NA,-0.0436059946432795,NA,-0.166785467570619,NA,-0.480851838468041,1.01760484345797,NA,-0.0408620057039311,4.06025653160101,-1.53806489116705,0.0910045236930481,9,-62.1310540568357,143.346445463069,15.4901733034387,3.87108698016388e-06
"4864",-0.644035750900116,1.34366010984387,-5.18580162862628,0.19877965569475,-1.56124251670545,-0.288968918595402,1.35798140279604,-0.776799176599012,2.19435878064872,NA,1.02747211803861,NA,NA,-0.111291811022418,11,-59.8685675274762,143.346891152513,15.4906189928829,3.87022442497294e-06
"5754",-3.47442046461741,0.853938644054053,NA,NA,-0.554128069605542,0.00464143671177459,0.570868649213579,-0.733694308543733,NA,NA,-0.543604688385582,4.36417249251533,NA,-0.127906301776426,9,-62.1340980094009,143.352533368199,15.496261208569,3.85932149090076e-06
"7671",-3.05972059037804,NA,-2.73963273840098,-0.0465857452959026,NA,-0.37257456156461,0.945500327303654,0.805805948670653,1.41652242323793,-0.5470346428955,NA,3.61794932475486,-1.30446665045238,0.171650593668387,11,-59.8729343671117,143.355624831784,15.499352672154,3.85336062311317e-06
"7838",-3.60157852560529,0.872369367031456,NA,0.10562090668036,-0.924244836130862,0.031506518062618,NA,NA,1.62861223512893,NA,-0.764564396929067,4.3009768595937,-1.62635630317619,0.0769942010877819,10,-61.0113587183849,143.356050770103,15.4997786104727,3.85254006352064e-06
"7095",0.342549898485302,NA,-4.50244393152919,-0.604801820450299,NA,-0.836935832313851,0.791487795511414,NA,1.35565561240544,-1.55099326188525,1.99754066812199,NA,-1.57818270410136,0.299654721320704,10,-61.0136289745327,143.360591282399,15.5043191227684,3.84380373136478e-06
"6528",1.5895943512097,1.39681336834377,-4.19558486209398,0.0584306095724749,-1.50351748268948,-0.893648498410481,1.15418946022802,-0.220229817925522,NA,-0.697939897108286,NA,NA,-1.89081897790673,0.268833169959081,11,-59.8774921335529,143.364740364667,15.5084682050365,3.83583786802528e-06
"2150",-0.0380632270012836,0.546686883420536,NA,0.154886369681599,NA,NA,0.493483420744275,-2.39248637329622,NA,NA,NA,NA,-1.56129582851037,NA,6,-65.4344638602394,143.365969140597,15.5096969809668,3.83348189921653e-06
"793",-0.698447093517694,NA,NA,NA,-0.515157474981059,-0.595106754533777,NA,NA,NA,-1.33864239001008,-0.323033109966877,NA,NA,NA,5,-66.5069816766272,143.366904529725,15.5106323700946,3.83168941977054e-06
"6154",-0.48874417729292,0.193738488160765,NA,NA,-1.17597649774113,NA,NA,NA,NA,NA,NA,NA,-1.85244234654756,0.113358252431425,5,-66.5089185610698,143.37077829861,15.5145061389798,3.82427506283863e-06
