"","(Intercept)","boatlaunch","log(COND_avg)","log(dist_waterfowl + 1)","log(latitude)","log(longitude)","log(nearest_SP)","log(nonFP_species_richness + 1)","log(PH_avg)","log(secchi_avg)","log(shoreline_development)","log(surfacearea_ha)","log(TOTP_avg)","log(waterbodies_10km)","log(waterbodies_1km + 1)","df","logLik","AICc","delta","weight"
"12340",-47.9263195807205,0.278807417554342,0.882912495866434,NA,NA,10.1864811600075,-0.226369558722419,NA,NA,NA,NA,NA,NA,-0.233820809255549,-0.391605839675454,7,-76.0334956669576,166.741690129096,8.12239489114171,8.42277220529102e-05
"3947",38.2859938240675,NA,0.799985886844212,NA,-11.5300927921526,NA,-0.230747661606241,0.366867054924843,NA,-0.720139827651727,-0.934615310614741,0.212247568372912,0.273412282388925,NA,NA,9,-73.8233205846915,166.744202144993,8.12490690703854,8.41219977737014e-05
"219",-32.2690331431963,NA,0.88362420584018,NA,-4.11490638410933,9.31100744947267,NA,0.0951052213115277,0.870001329016054,NA,NA,NA,NA,NA,NA,6,-77.1207394422367,166.744472896449,8.12517765849526,8.41106104677813e-05
"1868",56.0148525462558,0.124750568064468,1.00146090267687,NA,-16.8058025104621,NA,NA,0.284033292089066,NA,-0.821479178110507,-1.19492632582402,0.199888561119148,NA,NA,NA,8,-74.9360578805999,166.744843033927,8.12554779597301,8.40950456635e-05
"7432",-4.48887319175352,0.182819628449005,0.903148038790491,0.177031407126774,NA,NA,NA,NA,NA,-0.540592380287683,NA,0.167447863868103,0.220549353702482,-0.318951339694916,NA,8,-74.9362004332916,166.745128139311,8.12583290135643,8.40830585427994e-05
"4884",-69.5301113021657,0.462624077528528,0.851897208564788,NA,NA,15.2220366298117,NA,NA,NA,-0.500777085441587,-0.275127255899597,NA,NA,-0.291002490514631,NA,7,-76.0353499540579,166.745398703296,8.12610346534234,8.40716843884425e-05
"14356",-32.9861450347547,0.32292137788888,0.844770724910417,NA,NA,6.71945926335458,NA,NA,NA,NA,NA,NA,0.26090898699098,-0.123130207101139,-0.310153852466476,7,-76.0353561277623,166.745411050705,8.12611581275127,8.40711653563116e-05
"3955",-54.613954719993,NA,0.760255002598913,NA,NA,11.6906236766848,-0.234955252387022,0.365109894692214,NA,-0.722649477231852,-0.882230114590888,0.204360446650756,0.267772911114104,NA,NA,9,-73.8248620860718,166.747285147753,8.12798990979923,8.39924234931402e-05
"92",-42.612769559057,0.19892726977691,0.951285420988431,NA,-2.8364552985588,10.9346331750994,NA,0.0454653370040977,NA,NA,NA,NA,NA,NA,NA,6,-77.1225289314103,166.748051874797,8.1287566368425,8.39602300331726e-05
"2352",-31.7975303106814,0.461307451804693,0.723503899681541,0.179891375924414,7.40321066783811,NA,-0.235347692364501,NA,NA,-0.382552997687822,NA,NA,0.226508704883898,NA,NA,8,-74.9376944237562,166.74811612024,8.12882088228551,8.39575330454031e-05
"10772",-27.8755749767316,0.33101852964041,0.84010444210298,NA,NA,5.43250754228944,NA,NA,NA,NA,-0.144309627543522,NA,0.25788318069076,NA,-0.319829062774547,7,-76.0370232595367,166.748745314254,8.12945007629989,8.39311244110324e-05
"1282",-1.3929718279995,-0.0213784249171538,NA,NA,NA,NA,NA,NA,NA,-0.802411522032937,NA,0.106939148523064,NA,NA,NA,4,-79.2567136472498,166.750113685032,8.13081844707801,8.3873719602028e-05
"10764",14.0949480411096,0.341051914464727,0.856158509322648,NA,-5.03174585313631,NA,NA,NA,NA,NA,-0.153923367728401,NA,0.259685680416147,NA,-0.323711552601438,7,-76.03792665487,166.750552104921,8.13125686696662,8.385533566367e-05
"9496",-50.5214323660065,0.163877507780125,0.966487288425552,0.203772318252903,NA,10.2769662446119,NA,NA,NA,-0.687151082024276,NA,0.165174150498427,NA,NA,-0.431797966419861,8,-74.9390446476666,166.750816568061,8.13152133010641,8.38442480740722e-05
"2360",-35.6269079205965,0.478776937013907,0.695070881147153,0.170567511330537,NA,7.35647002140187,-0.228577916322972,NA,NA,-0.383097130263675,NA,NA,0.218951724186782,NA,NA,8,-74.9396269534956,166.751981179718,8.13268594176432,8.37954392918925e-05
"14119",-4.5963114345919,NA,0.913562874742723,0.193174974216299,NA,NA,-0.239373264629588,NA,NA,-0.7137356632295,-0.747125112888719,0.243248776118802,NA,-0.214621773987367,-0.496420167064265,9,-73.8278142121906,166.753189399991,8.13389416203691,8.37448329050958e-05
"8748",3.33295672801251,0.304830492110149,0.902000376701625,NA,-2.27157717626104,NA,-0.223331611994764,NA,NA,NA,-0.324624388273352,NA,NA,NA,-0.413591768195882,7,-76.0394994257681,166.753697646717,8.13440240876287,8.37235540903623e-05
"12899",-5.13927521168285,NA,0.946979373732407,NA,NA,NA,-0.222374342521851,0.183040569514236,NA,NA,-0.3739135630636,NA,NA,-0.13627432144912,-0.428570229329237,7,-76.0395285093168,166.753755813814,8.13446057586009,8.37211191477156e-05
"9513",33.9676466602148,NA,NA,NA,-9.25490775500969,NA,-0.35903063987092,NA,NA,-0.83549612612896,NA,0.152203406056755,NA,NA,-0.405582087005425,6,-77.1256420023602,166.754278016697,8.13498277874237,8.36992622964041e-05
"12388",-4.89488672020288,0.217524709749642,0.949786547522566,NA,NA,NA,-0.23058469917718,0.0843202678381509,NA,NA,NA,NA,NA,-0.19621347362758,-0.417551756141951,7,-76.0398855567864,166.754469908753,8.13517467079933,8.36912320698404e-05
"6664",-4.47446591579367,0.332016893120504,0.890393835867974,0.19083712866323,NA,NA,NA,NA,NA,NA,-0.140164814835038,NA,0.257944296280748,-0.247951119524448,NA,7,-76.0401039736454,166.754906742472,8.13561150451747,8.36729544899384e-05
"529",-192.593384596199,NA,NA,NA,NA,44.6269080825569,NA,NA,NA,NA,-0.511793233454322,NA,NA,NA,NA,3,-80.3070081009354,166.755192672459,8.13589743450498,8.36609930415768e-05
"2537",19.0469817534667,NA,NA,NA,-6.45262293104906,NA,-0.289111443361963,0.31525797111104,2.483721989197,-0.493814229100858,NA,NA,0.371707622064386,NA,NA,7,-76.0404607526802,166.755620300541,8.13632506258696,8.36431070587866e-05
"2143",-59.5780029075139,NA,0.866257406289268,0.170948082302455,1.79994628296734,11.0117466204918,NA,0.227646128376784,NA,NA,NA,NA,0.310229923593021,NA,NA,7,-76.0404716498156,166.755642094812,8.13634685685784,8.36421955934866e-05
"5911",-72.5217428294637,NA,0.918475203105124,0.169759138255432,NA,15.8382362788542,NA,NA,NA,-0.681320810811005,-0.887051841333674,0.226660878681986,NA,-0.376488463300354,NA,8,-74.9415953253419,166.755917923411,8.13662268545701,8.3630660934081e-05
"14348",15.2588174864608,0.331933929524252,0.86403871764118,NA,-5.25370426139829,NA,NA,NA,NA,NA,NA,NA,0.264516991959856,-0.10878299780938,-0.31671465234569,7,-76.0406879907642,166.756074776709,8.13677953875504,8.36241023187778e-05
"8372",-35.7206955598948,0.2636673563123,0.832080390265388,NA,NA,6.88332336152364,-0.223637601639898,NA,0.68580115305053,NA,NA,NA,NA,NA,-0.426790195402418,7,-76.040694100715,166.756086996611,8.13679175865664,8.36235913811876e-05
"14852",-4.38917239452122,0.331799735012565,0.866978767737178,NA,NA,NA,NA,NA,NA,NA,-0.132435711074851,NA,0.258976938045515,-0.0841252143710287,-0.314910807260517,7,-76.0412798541171,166.757258503415,8.13796326546088,8.35746229211597e-05
"3639",-32.7569675625983,NA,0.723043795474811,0.171158890713612,NA,6.71610520338231,-0.225469306609263,NA,NA,NA,-0.504214484052997,0.157283972943936,0.347963364735694,NA,NA,8,-74.9426483696582,166.758024012044,8.13872877408949,8.35426404947668e-05
"3429",-0.00086738571632417,NA,NA,0.0998028667845205,NA,NA,-0.347825067252052,0.0707506830667867,NA,-0.575049710324157,NA,0.156117765077689,0.414484562804831,NA,NA,7,-76.0421030983659,166.758904991913,8.13960975395841,8.35058489062876e-05
"7619",-6.25530178169391,NA,0.863500126848497,NA,NA,NA,NA,0.277563447341215,0.865082952216554,-0.633674703658393,NA,0.139345928378479,0.24738505480524,-0.249798499366897,NA,8,-74.9433233420629,166.759373956853,8.14007871889891,8.3486270544037e-05
"9736",-6.95603398632786,0.0725208398263679,1.09887359692537,0.20602590095117,NA,NA,NA,NA,NA,NA,-0.764172142814747,0.12412512394113,NA,NA,-0.423804801526691,7,-76.0439599695194,166.762618734219,8.14332349626531,8.33509331780946e-05
"5547",16.1419964691716,NA,0.803179479041865,NA,-5.50276882314175,NA,-0.2103410573096,NA,0.406467414886082,-0.692960570379196,NA,0.176646963353921,NA,-0.376506682388097,NA,8,-74.9454010417009,166.763529356129,8.14423411817495,8.33129912234735e-05
"9608",-7.51326383785609,0.165550435893624,0.963473502999353,0.198976590588271,NA,NA,NA,NA,0.576677586695937,-0.685738111954341,NA,0.159738425677347,NA,NA,-0.439028848890955,8,-74.9456566441457,166.764040561019,8.14474532306451,8.32916989405304e-05
"10268",-11.1607273517236,0.325515419080523,0.840280983848642,NA,-3.28170921533516,4.37770237522342,NA,NA,NA,NA,NA,NA,0.266182159866126,NA,-0.325612606873819,7,-76.045610676823,166.765920148827,8.14662491087259,8.32134586802275e-05
"8308",-45.5347634335801,0.207736623597208,0.903577961706748,NA,NA,9.34828296337503,-0.230862191069625,0.095242351044249,NA,NA,NA,NA,NA,NA,-0.438781377109264,7,-76.0461056346465,166.766910064474,8.14761482651963,8.31722817191018e-05
"3751",-4.61865060913374,NA,0.719836422177518,0.167296573028768,NA,NA,-0.223796017395281,NA,0.366907958737883,NA,-0.496567849780934,0.152375969596331,0.351741460676827,NA,NA,8,-74.947258044779,166.767243362285,8.14794812433107,8.31584223042274e-05
"14663",-6.09885726264612,NA,0.984065225759632,0.183323964434145,NA,NA,NA,0.443409881364583,NA,-0.501508869708784,NA,NA,0.241973680595076,-0.103768093637874,-0.407903658557465,8,-74.9485112875782,166.769749847884,8.15045460992954,8.30542698880435e-05
"8035",-3.99949530120822,NA,0.816210018414982,NA,NA,NA,-0.236801072958877,0.344127765279346,NA,-0.714718454619339,-0.845348782710975,0.205998348114728,0.264619633211326,-0.188922541566266,NA,9,-73.8361969891834,166.769954953977,8.15065971602249,8.3045752856375e-05
"6083",-6.78538608793573,NA,0.973205357972831,NA,NA,NA,NA,0.292296931726378,0.699712263270612,-0.810767171394877,-1.05416130596047,0.191062777118231,NA,-0.263377697393424,NA,8,-74.9489132911786,166.770553855084,8.15125861713034,8.30208884826921e-05
"6547",-43.6031690786156,NA,0.662495839314058,NA,NA,8.9195222217473,NA,NA,1.13691474765871,-0.320606702907187,NA,NA,0.176810306493839,-0.206333630728073,NA,7,-76.0484461030697,166.77159100132,8.15229576336597,8.29778472426873e-05
"2003",-67.4381031703468,NA,0.91233221181063,NA,NA,14.031015216275,NA,0.309182542694671,0.565276391959554,-0.82113420961557,-1.10656912948458,0.188006844990408,NA,NA,NA,8,-74.9499157857124,166.772558844152,8.15326360619792,8.29377021996614e-05
"8811",11.3745605421336,NA,0.938835570033395,NA,-4.56718354056682,NA,-0.221074537935281,0.195794230242147,NA,NA,-0.414307196392524,NA,NA,NA,-0.446830548190914,7,-76.0493872355648,166.77347326631,8.15417802835611,8.28997908307504e-05
"1591",-51.1829483477704,NA,0.895028337408745,0.162556541934886,NA,10.5883381115519,-0.180630235105157,NA,NA,NA,-0.704592084063203,0.114251380235536,NA,NA,NA,7,-76.0496159053219,166.773930605824,8.15463536787033,8.28808363229609e-05
"7208",-3.23820852366976,0.163434011598089,0.785289192893068,0.188519409161086,NA,NA,-0.235947767671531,NA,NA,NA,NA,0.115624970632416,0.353326843288778,-0.305633337046042,NA,8,-74.9522804843059,166.777288241339,8.15799300338503,8.27418112347438e-05
"2856",-4.16854560097216,0.483930763196103,0.720945038438707,0.168608140435056,NA,NA,-0.229575181011708,NA,NA,-0.379957319521685,-0.0989724405045848,NA,0.219008034193936,NA,NA,8,-74.9523384962563,166.77740426524,8.15810902728569,8.27370113601267e-05
"6160",-2.0915321599563,0.32091285373274,0.890682822500684,0.191336815210699,-0.63413231229447,NA,NA,NA,NA,NA,NA,NA,0.264874656570728,-0.263622851630312,NA,7,-76.0515922299525,166.777883255086,8.15858801713151,8.27171986385871e-05
"7461",0.399187327291286,NA,NA,0.1087236294658,NA,NA,-0.344579668240838,NA,NA,-0.552346091591592,NA,0.167142016263532,0.403777376131023,-0.0811605012287531,NA,7,-76.0519451346373,166.778589064455,8.15929382650114,8.26880125019377e-05
"6625",-4.65845281603541,NA,NA,NA,NA,NA,-0.293468982853655,0.303146641249473,2.44839127601773,-0.49606999982682,NA,NA,0.368526809771117,-0.061423999296798,NA,7,-76.0521418799589,166.778982555098,8.15968731714432,8.26717456225952e-05
"9799",-6.90554534894971,NA,1.09195218669972,0.205960251575315,NA,NA,NA,-0.00646204530900947,NA,NA,-0.765648066985857,0.132936953105396,NA,NA,-0.427010418451665,7,-76.0521569037406,166.779012602662,8.1597173647078,8.26705035896627e-05
"7559",-5.34076384201541,NA,0.839648062330468,0.17389956427843,NA,NA,NA,NA,0.620409265884168,-0.525690537410707,NA,0.178060615319029,0.223726189105839,-0.313044005491791,NA,8,-74.9533395009307,166.779406274589,8.16011103663456,8.26542326628499e-05
"2763",34.0255105983439,NA,0.785698949838387,NA,-11.1105198637562,NA,NA,0.304297216590707,1.32084363311578,NA,-0.379877731444949,NA,0.316795051220119,NA,NA,7,-76.0526974818297,166.78009375884,8.16079852088606,8.26258258038089e-05
"3366",0.0924220870140668,0.0600845411580225,NA,0.105133940808378,NA,NA,-0.344697760106454,NA,NA,-0.554974663872116,NA,0.161053571279046,0.406736351732944,NA,NA,7,-76.0531928220618,166.781084439304,8.1617892013501,8.25849080430275e-05
"3531",36.619692553627,NA,0.831106954593066,NA,-11.7592837807291,NA,NA,0.29257450381479,0.930260252336478,-0.629247370247895,NA,0.138413133030688,0.263502209289774,NA,NA,8,-74.9542957012896,166.781318675306,8.16202343735225,8.25752364300499e-05
"8581",-7.2340515724626,NA,NA,0.0958989010039546,NA,NA,NA,NA,3.15866076298519,-0.601464984370708,NA,NA,NA,NA,-0.272485724685938,5,-78.2124242086426,166.781991274428,8.16269603647402,8.25474710832971e-05
"2450",-105.611401322625,0.309110044878038,NA,NA,NA,23.3573251800113,NA,NA,2.64915709853901,-0.424550060155113,NA,NA,0.28684630285224,NA,NA,6,-77.1398466050783,166.782687222133,8.16339198417853,8.25187517188739e-05
"8364",4.75510822992689,0.264595652237374,0.852091838763316,NA,-3.00301716028349,NA,-0.223064340703237,NA,0.752805953453604,NA,NA,NA,NA,NA,-0.431364821660461,7,-76.0541907239501,166.783080243081,8.16378500512684,8.25025375130298e-05
"3373",12.1771772959027,NA,NA,0.101355883417457,-3.24429915469895,NA,-0.341851617152259,NA,NA,-0.549972137715732,NA,0.168938126671839,0.405634824441706,NA,NA,7,-76.055137640365,166.784974075911,8.16567883795665,8.24244514822943e-05
"10575",3.80183350606061,NA,0.974184277315252,0.175393334169016,-2.74721911963164,NA,NA,0.449579107526971,NA,-0.50202817746741,NA,NA,0.247782977361274,NA,-0.419659786335241,8,-74.9563516476439,166.785430568015,8.166135330061,8.24056405734804e-05
"1876",-71.6170090776115,0.121774508551859,0.95220928237877,NA,NA,15.2173682446889,NA,0.284537903569524,NA,-0.822756526219352,-1.10939354157287,0.186479902039046,NA,NA,NA,8,-74.9566318190942,166.785990910916,8.16669567296148,8.2382556099609e-05
"10561",-0.455557018903632,NA,NA,NA,NA,NA,NA,0.188198256898565,NA,-0.475916338022806,NA,NA,0.360903934237042,NA,-0.236479522683215,5,-78.2149770071338,166.78709687141,8.16780163345635,8.2337012766795e-05
"7499",39.6570721215041,NA,0.922870684512242,NA,-11.9414749600899,NA,NA,0.272547211835688,NA,-0.632103255876001,NA,0.155116447527045,0.249257039866971,-0.271971151254062,NA,8,-74.9579321271029,166.788591526933,8.16929628897901,8.22755030182034e-05
"3631",-0.251155482255723,NA,0.74797296603489,0.167985917509134,-1.02454586903548,NA,-0.22604338144029,NA,NA,NA,-0.50828600795056,0.157327787268402,0.351010182858877,NA,NA,8,-74.9581871822049,166.789101637137,8.16980639918299,8.2254520907301e-05
"10415",-38.9486449132601,NA,0.693281595828373,0.226742937653181,9.06521698065171,NA,-0.250164275737453,NA,0.789989561934146,NA,NA,NA,0.289909353178664,NA,-0.466886962530876,8,-74.9582389759079,166.789205224543,8.16990998658889,8.22502607514043e-05
"11937",-3.45168010475893,NA,NA,NA,NA,NA,-0.324253844558545,NA,2.22441252868194,NA,-0.343004594170848,0.117038646178463,0.461754095475955,NA,-0.379674325342328,7,-76.0573326375427,166.789364070266,8.17006883231201,8.22437284597414e-05
"6201",-149.93566964716,NA,NA,NA,8.76660696667233,27.5011390610611,-0.30672890319889,NA,NA,NA,NA,NA,0.396909730977414,-0.0739695760229475,NA,6,-77.1444537624426,166.791901536861,8.1726062989072,8.21394492681557e-05
"7223",-45.8786551614411,NA,0.737171181728372,0.193312225863013,NA,10.0191411324627,-0.231540431390348,NA,NA,NA,NA,0.133144337781789,0.347364896983005,-0.333244818226545,NA,8,-74.9596151758886,166.791957624504,8.17266238655029,8.21371457963979e-05
"9623",-44.7294457199006,NA,0.928584984372853,0.201011970635302,NA,8.77053915290911,NA,NA,0.462651472800575,-0.674173943132464,NA,0.175882390811299,NA,NA,-0.440375313590357,8,-74.9604445104186,166.793616293564,8.17432105561033,8.20690548641746e-05
"1576",-6.05115330602429,0.137444343347771,0.948829074078756,0.162449947227391,NA,NA,-0.184571396601819,NA,NA,NA,-0.700349753099412,0.0989932375873649,NA,NA,NA,7,-76.060188789515,166.795076374211,8.17578113625649,8.20091630092415e-05
"3940",-4.63772915166195,0.122128148018965,0.803965071078966,NA,NA,NA,-0.238767305719682,0.332521832799163,NA,-0.715561562133311,-0.863167979800755,0.194996716128119,0.271058336794349,NA,NA,9,-73.8491904144813,166.795941804572,8.17664656661827,8.19736840761252e-05
"2252",30.2439139351862,0.207941794884457,0.785339703453918,NA,-10.0594503268761,NA,NA,0.21201244449036,1.26673823623716,NA,NA,NA,0.327800672024458,NA,NA,7,-76.0618105538722,166.798319902925,8.179024664971,8.18762712603826e-05
"81",-177.914633648706,NA,NA,NA,NA,41.238599949784,NA,-0.164296310147369,NA,NA,NA,NA,NA,NA,NA,3,-80.3286692505761,166.79851497174,8.17921973378631,8.18682858961942e-05
"12515",-6.16732812238916,NA,0.88635060605291,NA,NA,NA,-0.222614430625536,0.138197123606928,0.772739340673554,NA,NA,NA,NA,-0.185157277107552,-0.432709654542527,7,-76.0621307713593,166.798960337899,8.17966509994517,8.18500572438648e-05
"6340",-6.44411442471978,0.209975428956991,0.812520549333198,NA,NA,NA,NA,0.193956737897389,1.17762658040621,NA,NA,NA,0.315496757309024,-0.190370720540419,NA,7,-76.06355086996,166.801800535101,8.18250529714658,8.17339045857391e-05
"5175",-69.4288997639225,NA,0.913691508260112,0.196085821509925,NA,15.2055588541266,-0.190802717038333,NA,NA,NA,NA,0.0799630354583872,NA,-0.488310094832699,NA,7,-76.0636525781036,166.802003951388,8.18270871343384,8.17255920047677e-05
"2617",-149.609987658029,NA,NA,NA,9.19059355440676,26.9884524708238,-0.30692338640067,NA,NA,NA,0.0212225614760956,NA,0.400790478253048,NA,NA,6,-77.14965209804,166.802298208056,8.18300297010185,8.17135687390735e-05
"3539",-53.2379598146132,NA,0.809967539679419,NA,NA,10.8284365880305,NA,0.291700036753355,0.775256914550419,-0.638094830034337,NA,0.133809155767077,0.254473645818159,NA,NA,8,-74.9658295006057,166.804386273939,8.18509103598458,8.16283016001494e-05
"10039",-36.1202654444902,NA,0.86695963363188,0.186119054540427,NA,7.21605402879667,-0.238513595107192,NA,NA,-0.713897281393313,-0.773700234819491,0.242719905704802,NA,NA,-0.511405832541781,9,-73.853812120839,166.805185217288,8.18588997933367,8.15956999179771e-05
"872",-6.21036941676941,0.356440357118358,0.908661205340111,0.132937849408321,NA,NA,-0.209966522978699,0.353967807054551,NA,-0.691190387636919,-0.543315124682301,NA,NA,NA,NA,8,-74.966292276727,166.805311826181,8.18601658822709,8.15905347108317e-05
"7271",-3.47655606451982,NA,0.793163141215416,0.183148393921846,NA,NA,-0.235031995815616,0.0900856341244819,NA,NA,NA,0.115510278566871,0.366616083257913,-0.286463372015418,NA,8,-74.9670274180915,166.80678210891,8.18748687095612,8.15305761755129e-05
"10641",-96.4976153174059,NA,NA,NA,NA,21.2628713021413,NA,NA,2.67039310850052,-0.353703446908158,NA,NA,0.279305960403831,NA,-0.233136853694818,6,-77.1521426963296,166.807279404635,8.18798416668113,8.1510306292154e-05
"12332",5.18992249621019,0.275858073688812,0.918342510937215,NA,-2.61418218234828,NA,-0.227474322577221,NA,NA,NA,NA,NA,NA,-0.201409726065031,-0.401490234974174,7,-76.0671478535147,166.80899450221,8.18969926425589,8.14404371901978e-05
