"","(Intercept)","ALK_avg","boatlaunch","dist_waterfowl","latitude","longitude","nearest_SP","nonFP_species_richness","PH_avg","secchi_avg","shoreline_development","surfacearea_ha","waterbodies_10km","waterbodies_1km","df","logLik","AICc","delta","weight"
"5962",-3.12220216012009,4.43432806020383,NA,NA,-0.524745973186205,NA,NA,1.42037795541897,NA,-3.31818269589788,-1.09305569562379,1.36100292819726,NA,-0.327792515779396,8,-73.7193720650849,164.301019579271,7.41713152825594,0.000243550118858555
"2408",-4.35650381927673,4.4220027644374,0.350754719910551,1.4905178349496,NA,NA,-0.0717538175846946,1.34497239587698,NA,-2.94157106277902,NA,NA,-0.0310954807933834,NA,8,-73.7201481174585,164.302571684019,7.41868363300333,0.000243361184531649
"3848",-3.57078091699889,4.11497324985169,0.264971553517666,1.34000141280867,NA,NA,NA,NA,NA,-2.79009993844771,-0.447742500361445,1.10091882460411,-0.109496545008987,NA,8,-73.7250542938993,164.3123840369,7.42849598588487,0.000242170135758319
"1832",-3.656375474747,4.11761420903205,0.254508059511535,1.33555653726378,NA,NA,0.0909856221760283,NA,NA,-2.79561416317091,-0.471175974571031,1.09974306701892,NA,NA,8,-73.7261345780988,164.314544605299,7.43065655428381,0.000241908664444168
"1816",-3.61007675231837,4.11135572807659,0.268041824881507,1.34223557447344,NA,-0.0189915550036843,NA,NA,NA,-2.79192658386674,-0.462972899172633,1.09508008848316,NA,NA,8,-73.7302109748912,164.322697398884,7.4388093478687,0.000240924555911541
"7438",-3.47511658808397,4.11471052113906,NA,1.38490595163396,-0.434437782235152,NA,NA,NA,NA,-2.66634092658289,NA,1.21967646035609,-0.184702770828491,-0.235942587057887,8,-73.7347653403615,164.331806129825,7.44791807880915,0.000239829792302278
"3374",-3.64204893899602,4.0839989403908,NA,1.41456786134038,-0.479733507895491,NA,0.287922368828901,NA,NA,-2.69368946787229,NA,1.18679216782871,-0.230805663984225,NA,8,-73.7364734797389,164.33522240858,7.45133435756409,0.000239420479271532
"5406",-3.66400370119756,4.20786292959073,NA,1.40734318651169,-0.460702583258167,0.132645180375026,NA,NA,NA,-2.66747198180978,NA,1.20382601403365,NA,-0.260758692404104,8,-73.7394090244371,164.341093497976,7.4572054469605,0.000238718680338009
"4558",-4.22706756913859,4.73027805495452,NA,1.50540170341418,-0.319283689769132,NA,NA,1.66174583329816,-0.560198519395861,-2.78540611673326,NA,NA,NA,-0.21032014107066,8,-73.7409130343889,164.344101517879,7.46021346686393,0.000238359914928122
"1342",-3.90735830904321,4.19982728308101,NA,1.4509207848258,-0.515607971476296,0.168550980449681,0.31874486546169,NA,NA,-2.6968251281766,NA,1.16163950296061,NA,NA,8,-73.7442662425804,164.350807934263,7.46691988324704,0.000237561983072326
"974",-4.25707228990815,4.69609687542529,NA,1.50094959626568,-0.322689563817759,NA,NA,1.7650191779081,-0.525882449400689,-2.82815789120326,-0.248143645689977,NA,NA,NA,8,-73.7549990493109,164.372273547724,7.48838549670808,0.000235025910156526
"7432",-3.66819586362847,4.15225693331643,0.268563444815035,1.38284369186006,NA,NA,NA,NA,NA,-2.74064860305079,NA,0.928218991144463,-0.107029653387815,-0.190826884625194,8,-73.7589973187571,164.380270086616,7.49638203560048,0.000234088089320425
"5416",-3.74538115259563,4.1585032835503,0.262507367581805,1.38219901819714,NA,NA,0.0630056233471271,NA,NA,-2.74269284892788,NA,0.917558173018635,NA,-0.204292608375675,8,-73.7619609598665,164.386197368835,7.50230931781928,0.000233395363238468
"4942",-4.25969596268355,4.44007231735606,NA,1.4281065596047,-0.382982828242781,NA,NA,1.79919625742291,NA,-2.82105053084385,-0.276013917428918,NA,NA,-0.208557244659428,8,-73.7628725656472,164.388020580396,7.50413252938066,0.000233182695625395
"5400",-3.70389996667324,4.14873623294008,0.271629191623322,1.38541564119326,NA,-0.022393480518548,NA,NA,NA,-2.74044057181564,NA,0.91742256877956,NA,-0.205152745242522,8,-73.7636960999193,164.38966764894,7.50577959792491,0.000232990740735444
"6082",-3.12771044713703,4.90408664354447,NA,NA,NA,NA,NA,1.27001738813351,-0.902311019377041,-3.30175429026391,-0.935743672711549,1.34909149512792,NA,-0.29612371743245,8,-73.765164092229,164.39260363356,7.50871558254414,0.000232648963044722
"494",-4.34252596334479,4.70331283897883,NA,1.5375181533931,-0.327142640538245,NA,0.142962157875826,1.60846733046622,-0.569750414714847,-2.79104200034793,NA,NA,NA,NA,8,-73.7671683339179,164.396612116938,7.5127240659221,0.000232183145255738
"3358",-3.62447075595768,4.14575705383007,NA,1.43303537524597,-0.443358233304325,0.10005825873067,NA,NA,NA,-2.67612536804865,NA,1.1965449032715,-0.223198353330832,NA,8,-73.7732725616133,164.408820572328,7.52493252131291,0.000230770163438925
"2510",-4.30121085544514,4.7130105823099,NA,1.53608067987594,-0.298448944386897,NA,NA,1.64453456844067,-0.567595357803635,-2.80146289068611,NA,NA,-0.0200899017706427,NA,8,-73.7770993351725,164.416474119447,7.53258606843119,0.000229888745847642
"478",-4.30518604987601,4.71296588711461,NA,1.53591497994867,-0.293395591839914,-0.0108920484381664,NA,1.64515021108387,-0.574068595714726,-2.80371063631643,NA,NA,NA,NA,8,-73.7772127776007,164.416701004303,7.5328129532877,0.000229862668189269
"5926",-3.60192267226037,4.10818980103857,NA,1.23504919072911,NA,NA,0.178965353644907,NA,NA,-2.73142181512805,-0.487674266302129,1.29718875412223,NA,-0.204077658335026,8,-73.7782088008987,164.418693050899,7.5348049998837,0.000229633833597622
"1898",-3.26394201168163,4.37696554594578,NA,NA,-0.543433719911486,NA,0.23363239847553,1.36330682764084,NA,-3.34395272316699,-1.14278957264698,1.35809354503148,NA,NA,8,-73.7802863628215,164.422848174745,7.53896012372928,0.000229157250325806
"4462",-4.35628842358842,4.4226540604637,NA,1.4638944359582,-0.387229877119798,NA,0.145186629511079,1.6317409108048,NA,-2.78719808951251,NA,NA,NA,-0.21601904232801,8,-73.7803604398112,164.422996328724,7.53910827770855,0.000229140275675273
"878",-4.37313006244757,4.40663832661197,NA,1.45589209632789,-0.397404287879854,NA,0.164621422704059,1.75563988373716,NA,-2.83243769764837,-0.304239328178253,NA,NA,NA,8,-73.7849277731263,164.432130995354,7.54824294433874,0.00022809610202008
"3368",-3.74542384190375,4.13056966491414,0.265904429514364,1.4086805715915,NA,NA,0.05967460889814,NA,NA,-2.7514460171848,NA,0.910900992684408,-0.149848799741137,NA,8,-73.7862040458523,164.434683540806,7.55079548979086,0.00022780517487683
"3352",-3.68897117576446,4.11145893502263,0.274346294784569,1.40981089026814,NA,-0.0370396831097153,NA,NA,NA,-2.74999240061827,NA,0.912842320124063,-0.158532536267097,NA,8,-73.787215572356,164.436706593814,7.55281854279815,0.000227574860409007
"6478",-4.31518167149506,4.43351652944893,NA,1.46313681329323,-0.358571511069261,NA,NA,1.6675215915961,NA,-2.7963495876245,NA,NA,-0.0193217073958612,-0.214382899231384,8,-73.7906186933712,164.443512835844,7.55962478482854,0.000226801711924115
"4446",-4.33303943598687,4.44186595886999,NA,1.46516998024618,-0.360075811641405,0.0111561281341217,NA,1.66572082287055,NA,-2.7964372374945,NA,NA,NA,-0.216812097189663,8,-73.790713046552,164.443701542206,7.55981349119025,0.000226780313470693
"7942",-3.49756648796196,4.10591940285902,NA,1.24302405604037,NA,NA,NA,NA,NA,-2.7159388504307,-0.462674856290099,1.30743148265288,-0.0858673773702332,-0.197688190581986,8,-73.7925073742655,164.447290197633,7.56340214661719,0.000226373760123411
"3914",-3.13774516539461,4.38712373635824,NA,NA,-0.504370131831705,NA,NA,1.41141613969609,NA,-3.34125215472569,-1.09877718053657,1.35476139154167,-0.165048348464461,NA,8,-73.7949530567162,164.452181562534,7.56829351151853,0.00022582079825118
"5910",-3.52010088367999,4.10105255733829,NA,1.24188642552929,NA,-0.0208248478642024,NA,NA,NA,-2.71582335933856,-0.473940453575454,1.30583211419731,NA,-0.208676745965656,8,-73.7954532398209,164.453181928744,7.56929387772803,0.000225707874746763
"1868",-3.20496596959268,4.39750850301782,0.0880159152431501,NA,-0.481633992095859,NA,NA,1.38541063114433,NA,-3.34961689333134,-1.10687018882533,1.28244912852196,NA,NA,8,-73.7961711843248,164.454617817751,7.57072976673581,0.000225545887174606
"1336",-3.81829948732565,4.13365618511147,0.270030732549422,1.41667773485929,NA,-0.014820881512136,0.0643688471336764,NA,NA,-2.75287248990912,NA,0.89267574843985,NA,NA,8,-73.7962424466721,164.454760342446,7.57087229143045,0.000225529814817941
"2894",-4.32495234760217,4.41757732396383,NA,1.45596686949682,-0.363235118712148,NA,NA,1.78817834160457,NA,-2.84143983984219,-0.285898101000247,NA,-0.0301336032173164,NA,8,-73.7979631940609,164.458201837224,7.57431378620811,0.000225142068680242
"862",-4.35258156514213,4.42994513578389,NA,1.45889064873925,-0.365268884672573,0.016468330612121,NA,1.78788899078322,NA,-2.84251589247449,-0.291427368556127,NA,NA,NA,8,-73.7982158549677,164.458707159037,7.57481910802164,0.00022508519126667
"5062",-4.25428871103697,4.75214093346283,NA,1.42683511883383,NA,NA,NA,1.66986471440752,-0.621031806658978,-2.81627360461886,-0.169793641902132,NA,NA,-0.17630575935253,8,-73.7989006787982,164.460076806698,7.57618875568272,0.000224931100332383
"4566",-4.21161637429026,4.71418068748063,NA,1.44617288954463,NA,-0.105630939724295,NA,1.60976328482145,-0.65333007713061,-2.80680476768426,NA,NA,NA,-0.185527668057413,8,-73.8026727256264,164.467620900355,7.58373284933899,0.000224084247876494
"3878",-3.61777207275934,4.07687152871091,NA,1.26524917760381,NA,NA,0.178703174043106,NA,NA,-2.74218269903768,-0.488831246493414,1.28910518242101,-0.117921409239562,NA,8,-73.805964432335,164.474204313772,7.59031626275626,0.000223347840937225
"1882",-3.21448944359917,4.38421247337615,NA,NA,-0.478348093057028,-0.0275843282978844,NA,1.42607220967571,NA,-3.34793190667671,-1.12068811802799,1.34101977336567,NA,NA,8,-73.8065209295784,164.475317308259,7.59142925724305,0.000223223583057216
"6598",-4.32200071736673,4.78321793299389,NA,1.45710199993603,NA,NA,NA,1.59124179117093,-0.662490832592068,-2.80310516346935,NA,NA,0.0721523315836493,-0.192681255235843,8,-73.807210076357,164.476695601816,7.59280755080027,0.000223069802238906
"4582",-4.29876435308759,4.761612941937,NA,1.45256568549036,NA,NA,0.0461572176277019,1.57832718577494,-0.648428692660404,-2.79660029363656,NA,NA,NA,-0.181931097850321,8,-73.8083862601961,164.479047969494,7.59515991847852,0.000222807585380362
"1846",-3.67089367602364,4.07907956791449,NA,1.26713412203602,NA,-0.00957327635560774,0.185395345938241,NA,NA,-2.74408794795437,-0.506733126739475,1.28491587377506,NA,NA,8,-73.8121652128797,164.486605874861,7.60271782384572,0.000221967194955585
"2414",-4.40667938444563,4.39659881459007,NA,1.49201356845938,-0.369639119785846,NA,0.145037267406325,1.61544389592124,NA,-2.80174618649133,NA,NA,-0.0649163113053794,NA,8,-73.8168078509262,164.495891150954,7.61200309993865,0.000220939070063778
"2002",-3.09316083071218,4.7708932433048,NA,NA,NA,-0.181243960432883,NA,1.30741280447068,-0.894300518928275,-3.33630244523118,-0.973889682867653,1.3402658602754,NA,NA,8,-73.8177918399117,164.497859128925,7.61397107790961,0.000220721775377694
"382",-4.46900091089366,4.42106301541877,NA,1.499802049916,-0.373896041084335,0.0327371561640083,0.151939931197479,1.60778810611537,NA,-2.80278272235794,NA,NA,NA,NA,8,-73.8181423261829,164.498560101468,7.61467205045207,0.000220644428980879
"982",-4.24878081621011,4.68717418594015,NA,1.44701930765312,NA,-0.100649951725403,NA,1.68446106397831,-0.627370431742083,-2.83955180420338,-0.186576497696504,NA,NA,NA,8,-73.8184006244545,164.499076698011,7.61518864699525,0.000220587444266081
"4516",-2.68041477367402,4.15338809562024,0.437132533227752,NA,NA,NA,0.146000351139369,NA,-0.407129836440805,-2.08960435531524,NA,NA,NA,-0.244860190083457,7,-74.9194871423262,164.505640951319,7.62175290030345,0.000219864635160075
"3862",-3.51696510333392,4.05939171297179,NA,1.27141932959057,NA,-0.0351203544215632,NA,NA,NA,-2.72763954095513,-0.472525963991005,1.29944124735996,-0.136885671665032,NA,8,-73.8227703507315,164.507816150565,7.62392809954926,0.000219625640454619
"998",-4.33414646865749,4.731809325904,NA,1.45272461324191,NA,NA,0.056160012719827,1.65195721697364,-0.622793950808083,-2.82861917463528,-0.187694941482879,NA,NA,NA,8,-73.8229284693831,164.508132387868,7.62424433685251,0.000219590916289829
"3014",-4.3463454014874,4.74786043978123,NA,1.45663470316477,NA,NA,NA,1.67084079035854,-0.630873944925734,-2.83633505547492,-0.194646523758099,NA,0.0511137193523436,NA,8,-73.8234298130777,164.509135075257,7.62524702424162,0.000219480853360549
"4492",-2.58261273272121,4.13984059707436,0.463139544761351,NA,-0.104096817730312,NA,NA,NA,-0.366653396796319,-2.06952503744908,NA,NA,NA,-0.256190241086797,7,-74.9229130249755,164.512492716618,7.62860466560218,0.000219112693488675
"2398",-4.37788576674024,4.41188623083275,NA,1.49261317294482,-0.340604698506507,0.0049632237743308,NA,1.65095533648777,NA,-2.81239054123996,NA,NA,-0.0686262078375627,NA,8,-73.8272564986337,164.516788446369,7.63290039535366,0.000218642574087711
"4500",-2.5604861313587,4.11583891971394,0.458964065288021,NA,NA,-0.0828951612383889,NA,NA,-0.404273969530929,-2.08175787630373,NA,NA,NA,-0.248468846166808,7,-74.9262650522782,164.519196771223,7.63530872020752,0.000218379451368107
"4396",-2.71341820722488,3.92725563472051,0.441521104683117,NA,-0.174892753335372,NA,0.193736980411275,NA,NA,-2.08521827059682,NA,NA,NA,-0.258208028748969,7,-74.9270687521268,164.52080417092,7.6369161199047,0.000218204010346513
"502",-4.30181607323497,4.70046724560936,NA,1.47671014063827,NA,-0.0967762238886036,0.0444630801425585,1.58432788749186,-0.657776139950903,-2.81714782058382,NA,NA,NA,NA,8,-73.8302102883921,164.522696025886,7.63880797487047,0.000217997702767637
"2518",-4.29549758082746,4.70590442261747,NA,1.47892660733449,NA,-0.0985722888416577,NA,1.59751823788166,-0.658802117918751,-2.82103187180267,NA,NA,0.0104600553495561,NA,8,-73.8312041339397,164.524683716981,7.64079566596567,0.000217781154347021
"1988",-3.20455334762465,4.84402147828322,0.0680614762119353,NA,NA,NA,NA,1.25314883765432,-0.852775430701359,-3.32374804264623,-0.958395716760036,1.28534516534264,NA,NA,8,-73.8312113528138,164.524698154729,7.64081010371387,0.00021777958221796
"4996",-2.63181113695387,4.1637745399293,0.453942495212904,NA,NA,NA,NA,NA,-0.403400296135404,-2.08421640041642,0.0254094963741281,NA,NA,-0.249344505670483,7,-74.9302948311873,164.527256329041,7.64336827802575,0.00021750120122625
"6532",-2.62585062378691,4.16042264454752,0.45610794730578,NA,NA,NA,NA,NA,-0.400286517114911,-2.08182708398639,NA,NA,0.00557516095753721,-0.248801282836871,7,-74.9305665526093,164.527799771885,7.6439117208698,0.000217442109519166
"2018",-3.23755329254588,4.84823850906966,NA,NA,NA,NA,0.076691115099997,1.25833723861602,-0.875543915209508,-3.31914350056111,-0.971261286818791,1.33364613651824,NA,NA,8,-73.8346077742039,164.53149099751,7.64760294649406,0.000217041165683291
"2534",-4.38728667491766,4.75349519913211,NA,1.48541414930348,NA,NA,0.052975866540903,1.56527126068772,-0.657856324172153,-2.81117235555912,NA,NA,0.0269813766121126,NA,8,-73.8355801574184,164.533435763939,7.64954771292298,0.000216830221073054
"4034",-3.20560927137202,4.85070516820775,NA,NA,NA,NA,NA,1.27924902373836,-0.868105556548713,-3.32072821400966,-0.965930957288579,1.33471235398728,-0.0299820863541121,NA,8,-73.8373234469069,164.536922342916,7.6530342919001,0.000216452552516314
"6412",-2.62623045694534,3.93506087290679,0.46460854538225,NA,-0.136721306560695,NA,NA,NA,NA,-2.07798505336977,NA,NA,-0.0511026630678781,-0.252398128836597,7,-74.9440484695965,164.55476360586,7.67087555484409,0.000214530245906272
"4380",-2.62818803901481,3.91736936880294,0.4647901640209,NA,-0.121038022074591,-0.0417799876456086,NA,NA,NA,-2.0815557238934,NA,NA,NA,-0.258833902298438,7,-74.9441741871331,164.555015040933,7.6711269899173,0.000214503277387473
"4404",-2.71670774490062,3.89275268749469,0.44000018049344,NA,NA,-0.0710547860500731,0.135837034898946,NA,NA,-2.1056799932258,NA,NA,NA,-0.246236916805029,7,-74.9444258804692,164.555518427605,7.67163037658943,0.000214449295135761
"7462",-3.71311394084389,4.11894743667661,NA,1.3119712300426,NA,NA,0.152515632671956,NA,NA,-2.68952407375102,NA,1.1087106851901,-0.120881532821794,-0.204332027414424,8,-73.8470741887065,164.556423826515,7.67253577549914,0.000214352236027719
"4876",-2.64816780996992,3.93917922054922,0.465469055846133,NA,-0.132423591568996,NA,NA,NA,NA,-2.07818493078069,-0.0159297571920383,NA,NA,-0.25858231745774,7,-74.9450871461764,164.556840959019,7.67295290800382,0.000214307534046995
"5642",-3.47421463781804,4.17965521761627,NA,NA,-0.405053288160289,NA,NA,NA,NA,NA,-0.497279914631992,0.69850701354053,NA,-0.41102744324894,6,-76.0299843930877,164.557010206294,7.67312215527809,0.000214289399331322
"6436",-2.75901861838613,3.92984542997636,0.437570228654749,NA,NA,NA,0.138042472860919,NA,NA,-2.10485932817525,NA,NA,-0.0228881289912816,-0.242429342289488,7,-74.9473652536323,164.561397173931,7.67750912291578,0.000213819874137551
"4900",-2.76970023000932,3.93195570377053,0.437652551886545,NA,NA,NA,0.138883016907757,NA,NA,-2.10514057607487,-0.00342914951704889,NA,NA,-0.24550098173513,7,-74.9475965856893,164.561859838045,7.67797178702961,0.000213770416467051
"5430",-3.76601715437932,4.12275098377481,NA,1.31474606051067,NA,-0.0121293767438727,0.157127483538516,NA,NA,-2.68932296811452,NA,1.09830384133485,NA,-0.220000128835698,8,-73.8534179158496,164.569111280801,7.68522322978549,0.000212996747898972
"6420",-2.63161639534254,3.89165282375266,0.458414297414552,NA,NA,-0.0819346048227872,NA,NA,NA,-2.09673766840797,NA,NA,-0.0440561114495336,-0.243013318811832,7,-74.9531942969887,164.573055260644,7.68916720962844,0.000212577134331653
"4950",-4.29705656094935,4.37103265179383,NA,1.36114510415638,NA,-0.096248372949989,NA,1.7027823361682,NA,-2.84245622895968,-0.212293748283089,NA,NA,-0.178931114960331,8,-73.8556366210787,164.573548691259,7.68966064024366,0.000212524694767653
"4884",-2.65877439538838,3.89978961481678,0.457950963350451,NA,NA,-0.0758267383870535,NA,NA,NA,-2.09795524175214,0.000836445447785148,NA,NA,-0.249355591732211,7,-74.9540437094835,164.574754085634,7.69086603461818,0.000212396645323289
"5258",-3.52146570089432,4.59484601311589,NA,NA,-0.290176851989804,NA,NA,NA,-0.710453569406298,NA,NA,0.564355985362877,NA,-0.397624451993832,6,-76.0393655105158,164.57577244115,7.69188439013436,0.000212288525204113
"7446",-3.61858250642393,4.10067587084086,NA,1.31551453704203,NA,-0.0359996830294807,NA,NA,NA,-2.67816274544209,NA,1.12360452612344,-0.135071775597377,-0.205614064380704,8,-73.858968750231,164.580212949564,7.69632489854817,0.000211817713567117
"389",-2.26450348797453,NA,NA,1.12781769758676,NA,NA,NA,NA,2.01792606948768,-2.30162079450875,NA,NA,NA,NA,4,-78.1731931466494,164.580304421954,7.69641637093829,0.000211808026052388
"6916",-2.70185309191588,3.93915890126515,0.455273020929563,NA,NA,NA,NA,NA,NA,-2.09720779355593,0.00407106277430925,NA,-0.0287365822227363,-0.244857470532239,7,-74.9572975432432,164.581261753153,7.6973737021375,0.000211706665097534
"6982",-4.39120114833887,4.42807779032642,NA,1.36913762069231,NA,NA,NA,1.69041365363159,NA,-2.83892350891528,-0.220451819682834,NA,0.0518721693744909,-0.183076813806351,8,-73.8601419321706,164.582559313443,7.69867126242744,0.000211569358562354
