waterbody,date,year,town,latitude,longitude,state,data_source,mult_survey,surfacearea_ha,shoreline_development,depth_max_m,FP_presence,FPcover_avg,FPcover_low_est,FPcover_max,FPcover_min,azolla,eichhornia_crassipes,lemna_minor,lemna_trisulca,lemna_valdiviana,riccia,spirodela_polyrhiza,wolffia,wolffia_borealis,wolffia_brasiliensis,allplant_species_richness,FP_species_richness,nonFP_species_richness,TOTP_avg,PH_avg,COND_avg,ALK_avg,secchi_avg,alisma,alisma_subcordatum,brasenia,cabomba,callitriche,callitriche_hetero,callitriche_stag,cardamine,ceratophyllum_dem,ceratophyllum_echin,charphyte,decodon,egeria,elatine,elatine_ameri,elatine_minima,eleocharis,eleocharis_acic,eleocharis_ellip,elodea_canad,elodea_nutt,eriocaulon_aqua,fil_algae,glossostigma,gratiola,hydrilla,isoetes,isoetes_acad,isoetes_eaton,isoetes_echino,isoetes_engel,isoetes_lacus,isoetes_tuck,juncus,juncus_pelo,lobelia,ludwigia,ludwigia_pal,marsilea,megalodonta,myosotis,myriophyllum,myriophyllum_alt,myriophyllum_aqua,myriophyllum_hetero,myriophyllum_hetero_lax,myriophyllum_hum,myriophyllum_ten,myriophyllum_sibi,myriophyllum_spic,najas_flex,najas_grac,najas_guad,najas_minor,nasturtium,nelumbo,nuphar,nymphaea_odor,nymphaea_odor_tuber,nymphoides,nymphoides_cordata,peltandra,phragmites,polygonum,polygonum_amphi,polygonum_hydro,pontederia,potamogeton,potamogeton_ampli,potamogeton_berch,potamogeton_biculp,potamogeton_conferv,potamogeton_crispus,potamogeton_epi,potamogeton_foli,potamogeton_grami,potamogeton_ilino,potamogeton_ilino_hybrid,potamogeton_natans,potamogeton_nodos,potamogeton_oakes,potamogeton_obtus,potamogeton_palus,potamogeton_perfo,potamogeton_pulch,potamogeton_pusil,potamogeton_prael,potamogeton_rich,potamogeton_robb,potamogeton_spir,potamogeton_zost,proserpinaca,ranunculus,sagittaria,sagittaria_gram,sagittaria_lati,schoenoplectus,sparganium,sparganium_ameri,stuckenia,trapa,typha,typha_latif,sedge,utricularia,utricularia_gemi,utricularia_gibb,utricularia_inter,utricularia_macro,utricularia_mini,utricularia_mino,utricularia_purp,utricularia_radi,utricularia_subu,utricularia_vulg,vallisneria,zannichellia,zosterella,waterbodies_1km,waterbodies_5km ,waterbodies_10km,nearest_LM,nearest_SP,nearest_W,nearest_any_FP,boatlaunch,dist_waterfowl
Oakwood Pond,7/14/2006,2006,Guilford,41.33061,-72.73172,CT,CAES,N,0.2,1.592,1.8,Y,0.008,0.008,0.008,0.008,0,0,1,0,0,0,0,0,0,0,13,1,12,0.091,6.6,148.5,22.9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,20,65,4187.09202,5624.860303,7620.371438,4187.09202,0,38472.23825
One Acre Pond,6/16/2011,2011,Madison,41.2947,-72.62439,CT,CAES,N,0.4,1.118,3,Y,0.6611,0.6611,0.6611,0.6611,0,0,0,0,0,0,0,1,0,0,9,1,8,0.0425,6.75,294,45.05,1.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,59,5624.860303,13652.32508,3711.061666,3711.061666,0,135.7216727
Paderewski Park Pond,8/24/2005,2005,Plainville,41.68265,-72.84798,CT,CAES,N,6.39,1.188,2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0.043,6.35,144,30.75,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,95,1342.277908,9064.465479,1342.277908,1342.277908,0,21816.71322
Pattaganset Lake,combined,comb,East Lyme,41.3741,-72.23028,CT,CAES,Y,51.8,2.396,10.058,Y,0.009,0,0.018,0,0,0,0,0,0,0,1,0,0,0,38,1,37,0.0078,6.6,69.5,13.375,2.45,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,2,29,107,9064.465479,14281.91378,20650.79213,9064.465479,1,5723.107144
Pinewood Lake,8/31/2011,2011,Trumbull,41.25557,-73.17577,CT,CAES,Y,24.36,1.967,4.2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0.024,6.45,124,15,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,87,5319.764419,2810.682788,13904.52708,5319.764419,0,8062.413267
Pistapaug Pond,6/29/2005,2005,Wallingford,41.43236,-72.74155,CT,CAES,N,55.2,1.479,12,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0.0155,6.75,152.5,46.5,3.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,59,1608.871918,10984.71906,2810.682788,1608.871918,0,6933.159927
Pocotopaug Lake,8/16/2006,2006,East Hampton,41.59784,-72.49581,CT,CAES,N,206.79,1.604,7,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0.0615,6,107.5,13.9,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,16,51,10984.71906,2585.60993,12789.67458,10984.71906,0,2157.267357
Powers Lake,7/6/2007,2007,East Lyme,41.39259,-72.24905,CT,CAES,N,58.27,1.982,14,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0.016,7,23.15,2.3,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,28,108,10875.79365,20403.96632,18095.53248,2585.60993,1,16104.30723
Private Pond (1),6/29/2011,2011,Pawcatuck,41.38053,-71.8605,CT,CAES,N,1.01,1.234,3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,0.009,6.65,79.6,30.4,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,11,35,11150.01879,20542.22043,20403.96632,11150.01879,0,3052.571325
Private Pond (2),6/29/2011,2011,Pawcatuck,41.37927,-71.86087,CT,CAES,N,0.2,1.066,3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0.0295,6.5,113.9,21.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,35,11206.02603,6043.836388,20542.22043,11206.02603,0,8201.797641
Private Pond (3),8/31/2012,2012,Westport,41.17,-73.35631,CT,CAES,N,0.4,1.064,2.1,Y,0.8302,1,1,0.6605,1,0,1,0,0,0,1,1,0,0,5,4,1,0.1186,6.3,174,30.75,2.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,92,6043.836388,10080.43373,8212.321617,6043.836388,0,5019.56912
Private Pond (4),6/25/2012,2012,Lyme,41.42209,-72.33256,CT,CAES,N,0.01,1.047,0.8,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0102,5.9,29,5.3,0.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,84,11021.85005,23843.02733,11021.85005,10080.43373,0,4554.650003
Private Pond (5) Lower/West,9/4/2012,2012,Suffield,42.00268,-72.64729,CT,CAES,N,0.23,1.285,0.5,Y,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,1,2,1.4246,6.6,336,122.25,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,76,10660.74693,23767.78488,82.50425868,82.50425868,0,5308.895167
Private Pond (5) Upper/East,9/4/2012,2012,Suffield,42.00276,-72.6463,CT,CAES,N,0.11,1.058,0.5,Y,1,1,1,1,1,0,0,0,0,0,0,1,0,0,4,2,2,0.2035,6.4,184,37.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,76,10578.93619,14805.77878,24479.3574,82.50425868,0,2712.162318
Private Pond (6),8/13/2013,2013,Clinton,41.33536,-72.52367,CT,CAES,N,0.41,1.285,0.5,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0.0934,5.7,35,7.875,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16,84,9943.863781,8785.080034,7587.29522,7587.29522,0,2577.650473
Putnam Park Pond,9/27/2011,2011,Easton,41.3388,-73.37758,CT,CAES,N,5.67,2.103,2.5,Y,0.0011,0.0011,0.0011,0.0011,0,0,0,1,0,0,0,0,0,0,17,1,16,0.02,6.2,106.5,26.3,1.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,3,24,104,6944.625442,11208.26343,12436.89212,6944.625442,0,5431.010552
Quaddick Reservoir,9/6/2007,2007,Thompson,41.95974,-71.81632,CT,CAES,N,165.11,2.553,6.096,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0.0065,6,52.05,3.75,2.8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,26,81,12679.92119,8290.710007,12679.92119,11208.26343,1,3371.325309
Quonnipaug Lake,7/8/2010,2010,Guilford,41.39442,-72.69666,CT,CAES,Y,39.94,2.353,14,Y,0.0034,0.0034,0.0034,0.0034,0,0,1,1,0,0,1,0,0,0,21,3,18,0.0026,7.25,138.5,28.9,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,62,7032.699746,21190.59504,8290.710007,7032.699746,1,4532.686452
Redwing Pond,7/13/2009,2009,Ansonia,41.34442,-73.05247,CT,CAES,N,0.49,1.152,1,Y,0.0173,0.0173,0.0173,0.0173,0,0,1,0,0,0,1,0,0,0,10,2,8,0.018,5.95,57.95,22.15,1.1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,82,5615.096492,6016.59568,11016.96598,5615.096492,0,4480.999347
Rogers Lake,7/13/2006,2006,"Lyme, Old Lyme",41.36418,-72.30096,CT,CAES,N,105.22,2.319,19.202,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,31,0.0065,7,47,6.75,2.3,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,6,40,111,11772.79336,5311.643617,17883.55099,6016.59568,1,6491.722596
Rolling Ridge Pond,combined,comb,Norwalk ,41.13459,-73.42225,CT,CAES,Y,0.4,1.507,2,Y,0.0144,0.0288,0.0288,0,0,0,1,0,0,0,1,0,0,0,3,2,1,0.1688,6.75,206,26.85,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,87,3347.328824,14887.85292,6788.648271,3347.328824,0,23412.26298
Roseland Lake,6/19/2012,2012,Woodstock,41.95089,-71.95093,CT,CAES,N,38.85,1.479,5,Y,2.00E-04,2.00E-04,2.00E-04,2.00E-04,0,0,0,0,0,0,1,0,0,0,12,1,11,0.2085,7.25,95,28.5,1.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,87,14887.85292,663.2180813,14887.85292,14887.85292,0,54274.93823
Route 7 Pond,8/19/2013,2013,Wilton,41.17892,-73.41998,CT,CAES,N,3.56,1.587,5,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0123,6.85,291,42,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,93,663.2180813,7050.745821,5432.849959,663.2180813,0,7293.23963
Salmon Brook,8/4/2005,2005,Glastonbury,41.71794,-72.60965,CT,CAES,N,0.45,1.367,2,Y,0.0316,0.0316,0.0316,0.0316,0,0,1,0,0,0,0,0,0,0,4,1,3,0.0995,7.7,116,22.13,0.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,56,7050.745821,9371.775107,15148.92566,7050.745821,0,11804.90965
Schreeder Pond,7/28/2005,2005,Killingworth,41.3693,-72.58971,CT,CAES,N,1.58,1.86,3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0.043,5.95,66.35,12.75,1.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,18,75,9371.775107,3347.328824,8779.829014,8779.829014,0,4512.539384
Scribner Pond,7/27/2011,2011,Norwalk,41.10905,-73.44343,CT,CAES,N,0.97,1.919,2,Y,0.6039,0.7105,0.7105,0.4973,0,0,1,0,0,0,0,0,0,0,3,1,2,0.5045,6.15,117.5,34.15,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,87,2667.012995,5615.096492,3623.361812,2667.012995,0,3976.565242
Shelton Reservoir #2,7/15/2005,2005,Shelton,41.31925,-73.11065,CT,CAES,N,2.95,1.536,3,Y,1.00E-04,1.00E-04,1.00E-04,1.00E-04,0,0,1,0,0,0,0,0,0,0,12,1,11,0.0415,6.4,153,18,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,22,72,5615.096492,6927.860523,11372.53902,5615.096492,0,43071.6169
Shelton Reservoir #3,7/15/2005,2005,Shelton,41.30803,-73.11969,CT,CAES,N,4.17,1.733,3.4,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0.028,6.2,102,7.13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,21,76,1457.856547,1673.626023,11190.48861,1457.856547,0,8775.553325
Silver Lake,7/8/2008,2008,"Berlin, Meriden",41.5794,-72.77293,CT,CAES,Y,60.25,1.718,4.877,Y,0.1086,0.1086,0.1086,0.1086,0,0,0,0,0,0,1,0,0,1,18,2,16,0.1205,8.05,275.5,75,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,31,101,1673.626023,17854.90715,7909.350015,1673.626023,1,943.8741345
Silvias Pond,9/26/2005,2005,Stonington,41.36044,-71.90922,CT,CAES,N,8.01,1.975,3,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0.0905,6.95,226,86.25,1.1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,43,10008.63697,4354.11762,22809.66752,10008.63697,0,10468.07141
Spring Lake (1),7/26/2005,2005,Avon,41.77849,-72.82611,CT,CAES,N,15.05,1.491,2,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0.049,8.7,177.5,39.38,0.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,75,5273.149344,7439.868154,5273.149344,4354.11762,0,2602.708269
Spring Lake (2),9/24/2009,2009,Southington,41.60271,-72.86369,CT,CAES,N,3.08,1.978,1.3,Y,0.0535,0.0535,0.0535,0.0535,0,0,1,0,0,0,0,1,0,0,6,2,4,0.017,9.2,263,165,1.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,94,7439.868154,16919.95956,7656.66375,7439.868154,0,12288.29401
